Name,Time,Value
Tavian,2013-07-23 10-49-37.716,
,,1
,,0
,,1
Tavian,2013-07-23 10-49-41.193,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-49-55.684,
,,1
,,0
,,0
,,1
,,0
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-50-06.787,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,1
,,65535
,,0
Tavian,2013-07-23 10-50-14.270,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-50-20.667,
Tavian,2013-07-23 10-50-21.666,
,,0
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-50-24.563,
,,0
,,0
Tavian,2013-07-23 10-50-27.761,
Tavian,2013-07-23 10-50-28.759,
,,0
,,0
Tavian,2013-07-23 10-50-33.660,
,,1
,,0
Tavian,2013-07-23 10-50-37.657,
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
Tavian,2013-07-23 10-50-51.649,
,,1
Tavian,2013-07-23 10-50-52.365,
,,0
,,0
,,0
,,0
